"","borough","neighborhood","building class category","tax class at present","block","lot","ease-ment","building class at present","address","apartment number","zip code","residential units","commercial units","total units","land square feet","gross square feet","year built","tax class at time of sale","building class at time of sale","sale price","sale date","sale.price.n","land.sqft","year.built","outliers"
"16609",3,"MARINE PARK              ","01  ONE FAMILY DWELLINGS                    ","1.000000",7698,16," ","A5","1563 EAST 36TH STREET                    ","            ",11234,1,0,1,2100,1472,1925,1,"A5",394000,2016-05-03,394000,2100,1925,0
"16610",3,"MARINE PARK              ","01  ONE FAMILY DWELLINGS                    ","1.000000",7698,33," ","A5","1521 EAST 36TH   STREET                  ","            ",11234,1,0,1,2100,1472,1925,1,"A5",699000,2016-10-31,699000,2100,1925,0
"16612",3,"MARINE PARK              ","01  ONE FAMILY DWELLINGS                    ","1.000000",7698,53," ","A9","1528 EAST 37TH STREET                    ","            ",11234,1,0,1,2000,1472,1925,1,"A9",665000,2016-07-14,665000,2000,1925,0
"16613",3,"MARINE PARK              ","01  ONE FAMILY DWELLINGS                    ","1.000000",7698,73," ","A9","1574 EAST 37TH   STREET                  ","            ",11234,1,0,1,2000,1472,1925,1,"A9",660000,2016-07-13,660000,2000,1925,0
"16614",3,"MARINE PARK              ","01  ONE FAMILY DWELLINGS                    ","1.000000",7698,74," ","A1","1576 EAST 37 STREET                      ","            ",11234,1,0,1,2000,1472,1925,1,"A1",707000,2016-12-23,707000,2000,1925,0
"16615",3,"MARINE PARK              ","01  ONE FAMILY DWELLINGS                    ","1.000000",7699,14," ","A9","1567 EAST 37TH STREET                    ","            ",11234,1,0,1,2000,1472,1920,1,"A9",670000,2016-06-27,670000,2000,1920,0
"16616",3,"MARINE PARK              ","01  ONE FAMILY DWELLINGS                    ","1.000000",7699,72," ","A5","1568 EAST 38 STREET                      ","            ",11234,1,0,1,2025,1444,1925,1,"A5",605000,2016-01-08,605000,2025,1925,0
"16617",3,"MARINE PARK              ","01  ONE FAMILY DWELLINGS                    ","1.000000",7701,53," ","A1","1630 MADISON PLACE                       ","            ",11229,1,0,1,2800,1616,1930,1,"A1",850000,2016-10-11,850000,2800,1930,0
"16618",3,"MARINE PARK              ","01  ONE FAMILY DWELLINGS                    ","1.000000",7702,5," ","A1","2995 QUENTIN ROAD                        ","            ",11229,1,0,1,4000,1416,1925,1,"A1",1445000,2016-06-20,1445000,4000,1925,0
"16619",3,"MARINE PARK              ","01  ONE FAMILY DWELLINGS                    ","1.000000",7702,11," ","A1","1671 MADISON PLACE                       ","            ",11229,1,0,1,3300,1392,1925,1,"A1",805000,2016-10-13,805000,3300,1925,0
"16620",3,"MARINE PARK              ","01  ONE FAMILY DWELLINGS                    ","1.000000",7703,15," ","A1","1661 MARINE PARKWAY                      ","            ",11234,1,0,1,3000,1730,1925,1,"A1",670000,2016-01-11,670000,3000,1925,0
"16621",3,"MARINE PARK              ","01  ONE FAMILY DWELLINGS                    ","1.000000",7703,58," ","A1","1662 EAST 31ST   STREET                  ","            ",11234,1,0,1,3100,1380,1925,1,"A1",860000,2016-07-21,860000,3100,1925,0
"16623",3,"MARINE PARK              ","01  ONE FAMILY DWELLINGS                    ","1.000000",7704,24," ","A5","1639 E 31ST                              ","            ",11234,1,0,1,2000,1664,1935,1,"A5",735000,2016-08-17,735000,2000,1935,0
"16624",3,"MARINE PARK              ","01  ONE FAMILY DWELLINGS                    ","1.000000",7704,25," ","A5","1637 EAST 31ST STREET                    ","            ",11234,1,0,1,2000,1664,1935,1,"A5",660000,2016-02-25,660000,2000,1935,0
"16626",3,"MARINE PARK              ","01  ONE FAMILY DWELLINGS                    ","1.000000",7706,56," ","A5","1668 EAST 34TH STREET                    ","            ",11234,1,0,1,2800,1216,1920,1,"A5",660000,2016-11-18,660000,2800,1920,0
"16627",3,"MARINE PARK              ","01  ONE FAMILY DWELLINGS                    ","1.000000",7706,56," ","A5","1668 EAST 34TH   STREET                  ","            ",11234,1,0,1,2800,1216,1920,1,"A5",475500,2016-06-15,475500,2800,1920,0
"16629",3,"MARINE PARK              ","01  ONE FAMILY DWELLINGS                    ","1.000000",7707,29," ","A5","1665 EAST 34TH STREET                    ","            ",11234,1,0,1,1900,1672,1950,1,"A5",560000,2016-10-13,560000,1900,1950,0
"16630",3,"MARINE PARK              ","01  ONE FAMILY DWELLINGS                    ","1.000000",7707,46," ","A1","1612 E 35TH ST                           ","            ",11234,1,0,1,2200,1036,1925,1,"A1",575000,2016-06-30,575000,2200,1925,0
"16631",3,"MARINE PARK              ","01  ONE FAMILY DWELLINGS                    ","1.000000",7708,21," ","A9","1651 EAST 35                             ","            ",11234,1,0,1,1800,1064,1925,1,"A9",480000,2016-09-01,480000,1800,1925,0
"16632",3,"MARINE PARK              ","01  ONE FAMILY DWELLINGS                    ","1.000000",7708,22," ","A9","1649 EAST 35TH STREET                    ","            ",11234,1,0,1,1800,1148,1925,1,"A9",585000,2016-08-25,585000,1800,1925,0
"16633",3,"MARINE PARK              ","01  ONE FAMILY DWELLINGS                    ","1.000000",7709,52," ","A1","1630 EAST 37TH                           ","            ",11234,1,0,1,3450,1125,1925,1,"A1",712000,2016-08-29,712000,3450,1925,0
"16634",3,"MARINE PARK              ","01  ONE FAMILY DWELLINGS                    ","1.000000",7710,15," ","A1","1661 EAST 37TH STREET                    ","            ",11234,1,0,1,3450,1131,1925,1,"A1",640000,2016-05-23,640000,3450,1925,0
"16635",3,"MARINE PARK              ","01  ONE FAMILY DWELLINGS                    ","1.000000",7710,19," ","A1","1649 EAST 37TH STREET                    ","            ",11234,1,0,1,3450,1191,1925,1,"A1",647700,2016-10-06,647700,3450,1925,0
"16636",3,"MARINE PARK              ","01  ONE FAMILY DWELLINGS                    ","1.000000",7710,27," ","A1","1631 EAST 37 STREET                      ","            ",11234,1,0,1,3450,1195,1925,1,"A1",650000,2016-06-28,650000,3450,1925,0
"16638",3,"MARINE PARK              ","01  ONE FAMILY DWELLINGS                    ","1.000000",7711,16," ","A1","1759 BURNETT STREET                      ","            ",11229,1,0,1,3100,1510,1920,1,"A1",1130000,2016-10-05,1130000,3100,1920,0
"16639",3,"MARINE PARK              ","01  ONE FAMILY DWELLINGS                    ","1.000000",7711,30," ","A5","1707 BURNETT STREET                      ","            ",11229,1,0,1,2400,1912,1955,1,"A5",650000,2016-02-03,650000,2400,1955,0
"16640",3,"MARINE PARK              ","01  ONE FAMILY DWELLINGS                    ","1.000000",7713,14," ","A1","1763 MARINE PARKWAY                      ","            ",11234,1,0,1,3100,1374,1925,1,"A1",837000,2016-07-20,837000,3100,1925,0
"16641",3,"MARINE PARK              ","01  ONE FAMILY DWELLINGS                    ","1.000000",7713,17," ","A1","1749 MARINE PARKWAY                      ","            ",11234,1,0,1,3100,1824,1925,1,"A1",839000,2016-12-09,839000,3100,1925,0
"16642",3,"MARINE PARK              ","01  ONE FAMILY DWELLINGS                    ","1.000000",7714,29," ","A5","1733 EAST 31ST   STREET                  ","            ",11234,1,0,1,2000,1386,1935,1,"A5",640000,2016-09-26,640000,2000,1935,0
"16643",3,"MARINE PARK              ","01  ONE FAMILY DWELLINGS                    ","1.000000",7714,33," ","A5","1723 EAST 31ST STREET                    ","            ",11234,1,0,1,2000,1386,1935,1,"A5",652000,2016-10-26,652000,2000,1935,0
"16644",3,"MARINE PARK              ","01  ONE FAMILY DWELLINGS                    ","1.000000",7715,65," ","A5","1752 EAST 33RD   STREET                  ","            ",11234,1,0,1,2000,1797,1940,1,"A5",630000,2016-04-26,630000,2000,1940,0
"16646",3,"MARINE PARK              ","01  ONE FAMILY DWELLINGS                    ","1.000000",7716,5," ","A5","3315 AVENUE R                            ","            ",11234,1,0,1,1573,1224,1925,1,"A5",640000,2016-04-15,640000,1573,1925,0
"16649",3,"MARINE PARK              ","01  ONE FAMILY DWELLINGS                    ","1.000000",7717,14," ","A5","1785 EAST 34TH STREET                    ","            ",11234,1,0,1,2450,1824,1940,1,"A5",250000,2016-05-17,250000,2450,1940,0
"16652",3,"MARINE PARK              ","01  ONE FAMILY DWELLINGS                    ","1.000000",7718,3," ","A5","3519 AVENUE R                            ","            ",11234,1,0,1,1573,1224,1945,1,"A5",620000,2016-06-23,620000,1573,1945,0
"16654",3,"MARINE PARK              ","01  ONE FAMILY DWELLINGS                    ","1.000000",7718,17," ","A9","1759 EAST 35TH   STREET                  ","            ",11234,1,0,1,1800,1092,1935,1,"A9",610000,2016-10-06,610000,1800,1935,0
"16655",3,"MARINE PARK              ","01  ONE FAMILY DWELLINGS                    ","1.000000",7718,22," ","A9","1749 EAST 35TH STREET                    ","            ",11234,1,0,1,1800,1092,1935,1,"A9",456000,2016-11-15,456000,1800,1935,0
"16658",3,"MARINE PARK              ","01  ONE FAMILY DWELLINGS                    ","1.000000",7719,13," ","A9","1771 EAST 36TH STREET                    ","            ",11234,1,0,1,1800,1064,1925,1,"A9",370000,2016-11-04,370000,1800,1925,0
"16659",3,"MARINE PARK              ","01  ONE FAMILY DWELLINGS                    ","1.000000",7719,13," ","A9","1771 EAST 36TH STREET                    ","            ",11234,1,0,1,1800,1064,1925,1,"A9",355000,2016-03-25,355000,1800,1925,0
"16660",3,"MARINE PARK              ","01  ONE FAMILY DWELLINGS                    ","1.000000",7719,23," ","A9","1749 EAST 36TH   STREET                  ","            ",11234,1,0,1,1800,1064,1925,1,"A9",590000,2016-01-29,590000,1800,1925,0
"16661",3,"MARINE PARK              ","01  ONE FAMILY DWELLINGS                    ","1.000000",7719,38," ","A9","1715 EAST 36TH STREET                    ","            ",11234,1,0,1,1800,1064,1925,1,"A9",465000,2016-09-15,465000,1800,1925,0
"16662",3,"MARINE PARK              ","01  ONE FAMILY DWELLINGS                    ","1.000000",7719,40," ","A9","1711 EAST 36TH ST                        ","            ",11234,1,0,1,2200,1064,1925,1,"A9",638000,2016-08-23,638000,2200,1925,0
"16663",3,"MARINE PARK              ","01  ONE FAMILY DWELLINGS                    ","1.000000",7719,78," ","A9","1770 EAST 37TH STREET                    ","            ",11234,1,0,1,1800,1064,1925,1,"A9",340000,2016-03-17,340000,1800,1925,0
"16665",3,"MARINE PARK              ","01  ONE FAMILY DWELLINGS                    ","1.000000",7720,41," ","S1","3702 QUENTIN ROAD                        ","            ",11234,1,1,2,2253,1900,1920,1,"S1",520000,2016-02-09,520000,2253,1920,0
"16667",3,"MARINE PARK              ","01  ONE FAMILY DWELLINGS                    ","1.000000",7859,20," ","A1","1549 KIMBALL STREET                      ","            ",11234,1,0,1,5800,1680,1987,1,"A1",775000,2016-06-07,775000,5800,1987,0
"16668",3,"MARINE PARK              ","01  ONE FAMILY DWELLINGS                    ","1.000000",7859,32," ","A5","1527 KIMBALL STREET                      ","            ",11234,1,0,1,1350,1152,1920,1,"A5",540000,2016-05-10,540000,1350,1920,0
"16670",3,"MARINE PARK              ","01  ONE FAMILY DWELLINGS                    ","1.000000",7862,27," ","A1","1633 EAST 38TH STREET                    ","            ",11234,1,0,1,2000,1305,1930,1,"A1",510000,2016-02-03,510000,2000,1930,0
"16672",3,"MARINE PARK              ","01  ONE FAMILY DWELLINGS                    ","1.000000",7862,59," ","A1","1640 RYDER STREET                        ","            ",11234,1,0,1,2000,1316,1930,1,"A1",622500,2016-08-03,622500,2000,1930,0
"16673",3,"MARINE PARK              ","01  ONE FAMILY DWELLINGS                    ","1.000000",7862,68," ","A9","1662 RYDER STREET                        ","            ",11234,1,0,1,2000,1575,1935,1,"A9",599000,2016-08-01,599000,2000,1935,0
"16674",3,"MARINE PARK              ","01  ONE FAMILY DWELLINGS                    ","1.000000",7863,23," ","A1","1639 RYDER ST                            ","            ",11234,1,0,1,2380,1288,1930,1,"A1",640000,2016-08-25,640000,2380,1930,0
"16675",3,"MARINE PARK              ","01  ONE FAMILY DWELLINGS                    ","1.000000",7863,24," ","A1","1637 RYDER STREET                        ","            ",11234,1,0,1,2480,1288,1930,1,"A1",659000,2016-07-27,659000,2480,1930,0
"16676",3,"MARINE PARK              ","01  ONE FAMILY DWELLINGS                    ","1.000000",7863,25," ","A1","1635 RYDER STREET                        ","            ",11234,1,0,1,2580,1288,1925,1,"A1",532000,2016-08-24,532000,2580,1925,0
"16677",3,"MARINE PARK              ","01  ONE FAMILY DWELLINGS                    ","1.000000",7863,29," ","A1","1627 RYDER STREET                        ","            ",11234,1,0,1,2640,1272,1925,1,"A1",625000,2016-06-07,625000,2640,1925,0
"16678",3,"MARINE PARK              ","01  ONE FAMILY DWELLINGS                    ","1.000000",7863,70," ","A1","1660 KIMBALL STREET                      ","            ",11234,1,0,1,2208,1344,1925,1,"A1",630000,2016-04-15,630000,2208,1925,0
"16679",3,"MARINE PARK              ","01  ONE FAMILY DWELLINGS                    ","1.000000",7864,5," ","A1","4011 QUENTIN ROAD                        ","            ",11234,1,0,1,4000,1995,1925,1,"A1",950000,2016-09-12,950000,4000,1925,0
"16680",3,"MARINE PARK              ","01  ONE FAMILY DWELLINGS                    ","1.000000",7864,28," ","A1","1627 KIMBALL STREET                      ","            ",11234,1,0,1,2000,1218,1920,1,"A1",604000,2016-03-23,604000,2000,1920,0
"16681",3,"MARINE PARK              ","01  ONE FAMILY DWELLINGS                    ","1.000000",7864,29," ","A1","1625 KIMBALL STREET                      ","            ",11234,1,0,1,2000,854,1920,1,"A1",410000,2016-04-29,410000,2000,1920,0
"16683",3,"MARINE PARK              ","01  ONE FAMILY DWELLINGS                    ","1.000000",7866,15," ","A1","1661 HENDRICKSON STREET                  ","            ",11234,1,0,1,2000,1320,1920,1,"A1",582000,2016-07-11,582000,2000,1920,0
"16685",3,"MARINE PARK              ","01  ONE FAMILY DWELLINGS                    ","1.000000",7886,36," ","A1","3902 QUENTIN ROAD                        ","            ",11234,1,0,1,3300,1920,1925,1,"A1",740000,2016-01-15,740000,3300,1925,0
"16687",3,"MARINE PARK              ","01  ONE FAMILY DWELLINGS                    ","1.000000",7887,62," ","A1","1742 COLEMAN STREET                      ","            ",11234,1,0,1,2500,1472,1920,1,"A1",689000,2016-09-21,689000,2500,1920,0
"16690",3,"MARINE PARK              ","01  ONE FAMILY DWELLINGS                    ","1.000000",8472,27," ","A5","1831 BURNETT STREET                      ","            ",11229,1,0,1,2150,1700,1935,1,"A5",775000,2016-08-11,775000,2150,1935,0
"16691",3,"MARINE PARK              ","01  ONE FAMILY DWELLINGS                    ","1.000000",8473,43," ","A1","1818 MARINE PARKWAY                      ","            ",11234,1,0,1,3100,1345,1925,1,"A1",798000,2016-08-26,798000,3100,1925,0
"16692",3,"MARINE PARK              ","01  ONE FAMILY DWELLINGS                    ","1.000000",8473,48," ","A1","1838 MARINE PARKWAY                      ","            ",11234,1,0,1,3100,1345,1925,1,"A1",775000,2016-03-22,775000,3100,1925,0
"16695",3,"MARINE PARK              ","01  ONE FAMILY DWELLINGS                    ","1.000000",8475,3," ","A1","3119 FILLMORE AVENUE                     ","            ",11234,1,0,1,3366,2200,1925,1,"A1",950000,2016-08-25,950000,3366,1925,0
"16696",3,"MARINE PARK              ","01  ONE FAMILY DWELLINGS                    ","1.000000",8475,15," ","A5","1865 EAST 31ST   STREET                  ","            ",11234,1,0,1,2000,1962,1935,1,"A5",659000,2016-02-25,659000,2000,1935,0
"16698",3,"MARINE PARK              ","01  ONE FAMILY DWELLINGS                    ","1.000000",8476,57," ","A5","1840 EAST 33RD STREET                    ","            ",11234,1,0,1,2000,1536,1925,1,"A5",720000,2016-09-21,720000,2000,1925,0
